popularity
41
52
11
61
37
26
51
55
42
26
0
41
23
32
44
33
45
35
20
59
64
25
44
0
42
41
0
51
20
0
1
7
24
45
1
7
27
61
0
45
36
35
31
0
22
40
0
22
10
0
53
14
49
32
20
43
42
24
45
36
0
0
6
64
0
52
62
58
20
45
73
0
5
0
23
41
18
40
48
51
44
29
28
22
77
40
25
0
49
55
24
10
58
59
50
35
40
80
46
12
22
27
26
22
0
40
0
51
58
47
67
64
45
67
23
24
55
57
42
62
63
31
44
19
43
51
28
0
44
65
45
30
35
27
55
44
0
52
39
0
31
54
38
61
50
22
33
0
13
33
0
18
0
3
60
47
53
59
61
60
50
73
0
23
38
1
40
0
9
51
66
25
29
1
37
3
37
36
39
21
55
30
59
0
68
66
49
10
0
1
48
24
38
0
17
15
59
83
37
46
46
1
0
0
52
0
52
0
59
43
44
33
38
76
55
43
28
0
55
59
49
8
62
45
68
43
66
34
18
82
67
36
16
20
60
19
56
0
75
52
61
41
43
22
26
43
28
48
65
22
40
46
38
38
0
16
38
28
43
35
0
0
0
72
69
37
10
37
40
13
47
39
0
44
39
42
54
50
43
23
74
73
0
34
2
0
0
40
0
47
65
75
41
3
0
54
22
0
10
15
40
0
0
24
0
55
27
29
68
21
36
59
0
38
51
35
0
22
29
27
43
48
44
26
35
40
36
15
0
43
79
79
76
0
76
0
5
16
52
6
80
65
26
62
1
19
43
60
53
13
0
26
17
42
74
3
41
0
54
44
36
63
0
20
49
46
64
43
55
57
31
17
45
23
20
24
9
60
48
0
35
0
21
33
36
45
0
24
57
29
33
52
69
36
61
55
37
46
14
46
27
44
45
21
40
53
0
54
58
0
19
58
41
16
1
17
45
31
0
39
52
23
2
43
20
29
0
53
0
67
53
20
50
60
41
55
48
0
0
41
26
23
0
23
83
25
46
50
43
42
67
35
38
78
0
49
49
75
22
12
21
49
0
69
13
50
60
39
0
1
17
49
42
30
23
12
56
56
37
0
96
65
70
64
0
0
44
39
73
23
21
18
0
65
43
46
37
0
29
76
48
12
0
15
0
60
22
38
0
75
27
70
35
36
41
58
0
42
0
47
0
54
10
0
39
60
26
33
30
51
66
28
0
45
2
19
33
30
38
0
0
67
45
27
7
49
20
69
1
54
20
80
91
33
12
0
29
46
34
51
45
62
56
58
52
10
57
0
25
43
30
61
0
36
43
59
45
21
47
15
0
0
43
27
45
0
23
21
0
3
64
62
67
27
1
8
84
47
44
23
64
21
44
0
34
19
42
22
0
4
35
40
46
59
0
0
64
0
46
72
0
40
0
22
10
64
50
22
45
36
1
52
49
60
52
25
32
47
60
49
74
75
0
19
21
25
19
25
32
31
21
19
0
47
10
5
48
65
53
5
28
42
0
47
62
0
48
37
44
62
0
37
50
1
60
0
0
0
39
46
49
44
0
19
62
21
37
32
27
80
12
39
1
35
43
64
62
20
34
44
16
61
34
22
64
54
70
66
0
34
59
18
36
23
63
39
47
39
74
0
22
39
56
13
43
55
50
89
19
47
65
25
10
53
45
68
21
19
47
1
31
51
14
0
35
48
55
42
67
33
43
38
51
53
20
39
10
53
38
16
48
26
39
58
31
49
43
0
73
0
42
25
44
74
43
38
26
52
22
1
1
54
0
17
37
43
0
0
46
44
72
33
67
30
0
0
72
5
46
49
35
54
28
18
46
32
26
56
46
76
43
50
47
36
34
34
0
34
0
29
38
40
27
